Label,Final number of reference states,Final unclassified probability,Final memory usage (GB),Final reference finding time (hours),P(sys=0) estimate,System probability evaluation time (seconds)
Graph 2; Global; TSUM,10010,0.06401000000000001,0.34564208984375,247.28676048965866,0.572995,1221.9884386062622
